Question,Answer
Is it possible to replace an existing device added to the SmartHome account under JioHome with a new one?,"Yes, you can replace an offline device with a new one while retaining the same automation rules and scenes. Here’s how: 
 
 Check the Device :
 
 If the device is battery-powered, try replacing the battery. 
 If the device is AC-powered, check the power supply. 
 
 
 Replace the Device :
 
 If the device remains offline, go to the device details page in the JioHome app. 
 Click on the settings menu and select the  Replace 
 Follow the on-screen instructions to scan and add the new device with the same name and location as the old one. 
 
 
 
 These steps will help you seamlessly replace your offline device with a new one."
Can I remove added smart home devices from the SmartHome section in JioHome?,"Yes, you can remove smart home devices from the SmartHome section in the JioHome application. Here’s how: 
 
 Go to the  device details page for the device you want to remove. 
 Click on the  settings menu . 
 Tap on  Delete . 
 
 This will remove the device from your list of smart devices in the JioHome app."
What all devices can be added to the SmartHome application?,"For optimal performance, it is recommended to use smart home devices from Jio when adding them to your SmartHome account in the JioHome application. These devices are designed to work seamlessly with the SmartHome feature, ensuring a smooth and efficient home automation experience."
"While using the SmartHome feature of the JioHome application, my smart device status is shown as offline, what shall I do?","If your smart device is shown as offline, follow these steps: 
 
 For AC-Powered Devices :
 
 Check the power supply to ensure the device is properly connected and receiving power. 
 
 
 For Battery-Powered Devices :
 
 Replace the battery, as it might be depleted. 
 
 
 For Jio Smart Hub-Mini :
 
 Ensure it is properly inserted into the ONT/Router. 
 Check the power supply and internet connection. 
 The LED light on the Jio Smart Hub-Mini should be stable blue if everything is connected correctly. 
 
 
 If the Issue Persists :
 
 Contact the Support Centre for further assistance. 
 
 
 
 These steps should help you troubleshoot and resolve the issue with your offline smart device."
How can I add a smart device shortcut tile on the SmartHome feature main page under the JioHome application?,"To quickly access your favorite smart devices on the SmartHome main page, follow these steps: 
 
 Go to the  device details page of the smart device you want to add as a shortcut. 
 Tap on the  settings menu . 
 Click on  Edit . 
 Enable the  Quick Access option on the dashboard. 
 
 This will add a shortcut tile for the selected device on the SmartHome main page, making it easier to control your favorite devices."
Where can I see the device shortcuts of SmartHome and JioHome when I change my mobile device?,"Device shortcuts are stored locally on your mobile device. This means that if you change or format your mobile device, you will need to re-create these shortcuts. They do not transfer automatically to a new device."
Will my smart devices work on the mobile Wi-Fi hotspot while operating using SmartHome under the JioHome application?,"Yes, your smart devices can work on a mobile Wi-Fi hotspot if you are using the Jio Smart Hub as the communication medium. The mobile device and smart devices must be on the same internet network. However, this feature is not available for the Jio Smart Hub-Mini, which requires a connection to the Jio ONT/Router."
Can I access and control my smart devices from a long distance and outside the home network using the SmartHome feature under JioHome?,"Yes, you can control your smart home devices from anywhere as long as both the smart devices and the mobile phone with the JioHome app are connected to the internet."
How can I enable notifications for the added devices in SmartHome under the JioHome application?,"To enable notifications for your smart devices: 
 
 Go to the  device details page . 
 Tap on the  settings menu . 
 Click on  Edit and enable the  Notifications 
 Go to  Settings under the side menu on the dashboard. 
 Select the required category for notifications."
What is the Alert Notification in the SmartHome feature of the JioHome application?,"The Alert Notification section is crucial for notifying users about adverse or critical scenarios, such as safety and security breaches or malfunctions of smart devices. This ensures you are promptly informed about any important issues with your smart home setup."
What is the Automation feature in SmartHome under the JioHome application?,"The Automation feature allows you to set rules for your smart home devices to operate automatically based on your preferences. For example, you can schedule a light to turn on or off at a specific time each day. This helps in creating a more convenient and efficient home environment."
